,Completion_rate,Tuition_in_state,Tuition_out_state,Faculty_salary,Pell_grant_rate,SAT_average,ACT_50thPercentile,pct_White,pct_Black,pct_Hispanic,pct_Asian,Parents_middlesch,Parents_highsch,Parents_college
1186,0.7302,19980,19980,5231,0.5068,1003,21,0.4805,0.2572,0.0259,0.0079,0.035024155,0.342995169,0.621980676
1187,0.4752,30630,30630,3957,0.4278,1011,22,0.5194,0.1254,0.2679,0.0245,0.063532402,0.321473952,0.614993647
1188,0.8416,15020,29646,11830,0.2058,1326,29,0.5071,0.0544,0.0879,0.1625,0.030801787,0.205149306,0.764048907
1189,0.3573,7047,16839,7121,0.2921,979,21,0.5066,0.0873,0.3358,0.008,0.041635409,0.362340585,0.596024006
1190,0.6396,11484,26334,10251,0.232,1159,26,0.7554,0.0788,0.044,0.0253,0.010655965,0.222944921,0.766399114
1191,0.3228,7636,17504,8745,0.5578,894,18,0.0186,0.7701,0.0344,0.0092,0.015977059,0.315034822,0.66898812
1192,0.7879,50358,50358,12292,0.1287,1330,30,0.6493,0.0493,0.1104,0.0649,0.019361084,0.137463698,0.843175218
1193,0.4072,7312,19236,7971,0.3618,1059,23,0.5767,0.0928,0.1645,0.0348,0.054545455,0.340819964,0.604634581
1194,0.4338,7750,19990,8058,0.4783,973,21,0.4789,0.2113,0.1972,0.0175,0.05386044,0.366410188,0.579729371
1195,0.9276,49047,49047,15488,0.1376,1460,33,0.5037,0.0599,0.1151,0.174,0.015728057,0.115677321,0.868594622
1196,0.5741,22295,22295,7024,0.9259,1146,25,0.847,0.0392,0.0365,0.0142,0.034569138,0.387775551,0.577655311
1197,0.4017,5889,16814,5998,0.4592,1033,22,0.5301,0.3567,0.042,0.0099,0.017591623,0.289633508,0.692774869
1198,0.8724,13360,40042,14456,0.4469,1206,27,0.1433,0.0191,0.2633,0.3601,0.094151587,0.345659586,0.560188828
1199,0.4961,28310,28310,8249,0.2708,999,22,0.4043,0.1536,0.1683,0.0794,0.037267081,0.237060041,0.725672878
1200,0.4796,6550,17710,8521,0.6281,884,18,0.1588,0.0653,0.5831,0.0605,0.144868914,0.428164794,0.426966292
1201,0.7736,12862,33750,10614,0.2387,1158,26,0.6967,0.0674,0.036,0.0423,0.009468189,0.208919565,0.781612247
1202,0.4134,28073,28073,5838,0.4402,930,20,0.6626,0.188,0.0502,0.0147,0.030950626,0.414885778,0.554163596
1203,0.6003,8428,18220,8880,0.2672,1117,25,0.5881,0.0622,0.2425,0.0255,0.038637123,0.285157555,0.676205322
1204,0.4794,35880,35880,8529,0.2759,944,21,0.2556,0.1377,0.3457,0.0486,0.043493151,0.373287671,0.583219178
1205,0.4758,8124,8124,7920,0.3557,990,21,0.861,0.0189,0.0155,0.0091,0.009913259,0.275092937,0.714993804
1206,0.6791,34000,34000,7622,0.2964,1085,24,0.7445,0.0705,0.0504,0.0212,0.008163265,0.201632653,0.790204082
1207,0.3852,23231,23231,5550,0.6102,950,20,0.5428,0.1768,0.1811,0.0475,0.045507585,0.450408401,0.504084014
1208,0.7901,37606,37606,9302,0.1485,1213,27,0.7033,0.0236,0.0832,0.093,0.011119348,0.172720534,0.816160119
1209,0.3871,6902,14982,6273,0.4971,994,22,0.859,0.07,0.0109,0.0104,0.027383367,0.431034483,0.54158215
1210,0.5654,6737,17130,7773,0.3834,1034,23,0.7893,0.0642,0.0624,0.0132,0.020371785,0.308632544,0.670995671
1211,0.7415,46570,46570,10032,0.2972,1101,25,0.4695,0.0388,0.2802,0.0612,0.053357866,0.298988041,0.647654094
1212,0.4792,11008,23536,7774,0.3505,1068,23,0.7346,0.1433,0.0427,0.0193,0.015181089,0.291693776,0.693125136
1213,0.5443,33740,33740,9407,0.2583,1034,23,0.5276,0.0815,0.0813,0.0216,0.012674825,0.28715035,0.700174825
1214,0.6893,7731,20617,10468,0.2184,1145,25,0.765,0.0259,0.0449,0.0279,0.012159444,0.188699945,0.799140611
1215,0.6835,8832,16783,6834,0.22,1130,25,0.8965,0.0079,0.0324,0.0234,0.004263786,0.212336555,0.783399659
1216,0.5274,10218,10218,4889,0.8998,864,18,0.0045,0.9899,0.0045,0,0.023255814,0.268498943,0.708245243
1217,0.421,7310,18385,6629,0.335,1027,22,0.6719,0.1779,0.0307,0.0159,0.021297193,0.363504356,0.615198451
1218,0.7182,8575,28813,10874,0.1879,1165,26,0.6901,0.034,0.0763,0.0389,0.016708328,0.206420208,0.776871464
1219,0.2365,5564,10536,6170,0.5948,905,19,0.8501,0.1036,0.0129,0.0023,0.062305296,0.483904465,0.453790239
1220,0.5854,15648,29288,11139,0.3755,1168,26,0.3284,0.092,0.207,0.223,0.040274207,0.30891174,0.650814053
1221,0.406,10970,17562,8434,0.4009,1009,22,0.7885,0.0768,0.0441,0.0116,0.016966068,0.347804391,0.635229541
1222,0.569,31334,31334,8505,0.3103,1105,24,0.5332,0.0574,0.0705,0.0463,0.024027658,0.358686258,0.617286085
1223,0.2597,5744,17837,7141,0.3851,973,21,0.6064,0.0604,0.2095,0.0342,0.043959486,0.353137726,0.602902788
1224,0.8367,10037,28229,12010,0.2042,1296,29,0.6947,0.0549,0.0384,0.064,0.011792453,0.250446201,0.737761346
1225,0.8002,45623,45623,13033,0.1977,1254,28,0.6039,0.045,0.1391,0.0924,0.023123218,0.169147925,0.807728857
1226,0.7158,11630,26220,7646,0.1708,1114,25,0.7043,0.072,0.0787,0.0377,0.009383378,0.238605898,0.752010724
1227,0.5305,25040,25040,7232,0.3824,1013,22,0.6439,0.1518,0.0245,0.0195,0.014340344,0.286806883,0.698852773
1228,0.5646,8730,14230,7812,0.2685,1070,23,0.8794,0.021,0.025,0.0197,0.008707865,0.22752809,0.763764045
1229,0.519,26382,26382,5164,0.3031,1062,24,0.6921,0.0326,0.1441,0.069,0.023291926,0.136645963,0.840062112
1230,0.6142,41494,41494,9759,0.4674,1151,26,0.4702,0.0595,0.2248,0.1181,0.037795276,0.267716535,0.694488189
1231,0.1737,4388,12246,5595,0.5133,940,20,0.6715,0.1765,0.0417,0.0165,0.031287605,0.356799037,0.611913357
1232,0.7886,48710,48710,11286,0.176,1225,28,0.5674,0.0178,0.1458,0.1114,0.011918275,0.166855846,0.82122588
1233,0.2687,6930,20096,6476,0.3512,951,20,0.5643,0.0635,0.2447,0.0391,0.057020572,0.347646003,0.595333425
1234,0.7065,32350,32350,6770,0.278,1033,24,0.7637,0.0436,0.099,0.0264,0.025892857,0.323214286,0.650892857
1235,0.5336,6532,19703,8771,0.4052,1093,24,0.5977,0.1666,0.0875,0.0576,0.021323456,0.262388628,0.716287917
1236,0.1633,7946,18566,7660,0.6721,832,17,0.018,0.837,0.0612,0.0274,0.030701754,0.382401316,0.58689693
1237,0.6901,40294,40294,12409,0.2625,1161,25,0.311,0.0293,0.1872,0.194,0.026819923,0.251915709,0.721264368
1238,0.6105,6772,16960,7852,0.3415,1106,24,0.7156,0.2122,0.0187,0.0109,0.008961912,0.244809559,0.746228529
1239,0.8816,50639,50639,10179,0.1542,1378,31,0.6433,0.0278,0.0631,0.0664,0.028056112,0.100200401,0.871743487
1240,0.6486,32256,32256,9231,0.2858,1098,24,0.4966,0.0474,0.2306,0.0827,0.040519364,0.316991269,0.642489367
1241,0.1398,10880,10880,4719,0.7831,760,16,0,0.9875,0.001,0,0.032840723,0.454844007,0.512315271
1242,0.7208,30356,30356,9653,0.2712,1155,26,0.6433,0.0252,0.195,0.0558,0.016033755,0.243037975,0.74092827
1243,0.667,9908,28592,10524,0.2684,1155,26,0.4576,0.0962,0.1167,0.174,0.028161669,0.261538462,0.71029987
1244,0.593,33492,33492,8494,0.2973,1135,25,0.7481,0.0985,0.0415,0.0115,0.012573965,0.262573965,0.724852071
1245,0.59,34030,34030,9221,0.295,1080,25,0.7333,0.0583,0.0759,0.0341,0.01010101,0.242424242,0.747474748
1246,0.457,6383,17543,9279,0.6796,870,18,0.0652,0.0399,0.6395,0.1445,0.201152806,0.414186566,0.384660628
1247,0.5406,9411,20229,8749,0.3412,951,20,0.7737,0.0845,0.0727,0.0113,0.009295499,0.359099804,0.631604697
1248,0.7012,9415,23764,8788,0.216,1165,26,0.7989,0.0822,0.0332,0.0224,0.00611209,0.214337512,0.779550399
1249,0.6081,31018,31018,8286,0.2661,1063,24,0.7749,0.0456,0.0941,0.0255,0.010869565,0.315217391,0.673913044
1250,0.4035,27710,27710,4949,0.2057,1010,22,0.7723,0.1008,0.0236,0.0079,0.016624685,0.301763224,0.681612091
1251,0.1434,3890,10919,5433,0.4963,864,17,0.5372,0.3608,0.0361,0.0199,0.030635691,0.336992596,0.632371713
1252,0.7498,8296,23551,9995,0.2221,1253,28,0.7467,0.065,0.0447,0.0537,0.009730967,0.173153978,0.817115054
1253,0.7898,12342,30692,12050,0.1359,1194,27,0.7517,0.055,0.0721,0.0443,0.006982787,0.177817473,0.81519974
1254,0.8268,37856,37856,10269,0.1687,1294,30,0.5513,0.0411,0.2011,0.0601,0.021390374,0.16399287,0.814616756
1255,0.7393,7418,17068,6851,0.2962,1122,25,0.6504,0.0563,0.1556,0.0521,0.025118311,0.284310157,0.690571533
1256,0.4454,19916,19916,6175,0.5282,904,20,0.2058,0.1354,0.413,0.0276,0.057356609,0.259351621,0.683291771
1257,0.4383,6179,19392,6729,0.3693,1029,22,0.701,0.0548,0.0671,0.0087,0.029589778,0.310020175,0.660390047
1258,0.4909,26550,26550,5691,0.3735,1079,25,0.7354,0.0144,0.0751,0.0144,0.024566474,0.289017341,0.686416185
1259,0.5867,10628,29498,9292,0.3247,1073,24,0.8368,0.0208,0.0315,0.0166,0.00617284,0.227880658,0.765946502
1260,0.6628,9275,15355,9372,0.28,992,22,0.7565,0.0462,0.0934,0.0158,0.015873016,0.289198606,0.694928378
1261,0.7472,35972,35972,8793,0.22,1215,27,0.6408,0.0741,0.1386,0.0646,0.01394731,0.195040956,0.791011734
1262,0.5144,7269,18429,8579,0.4737,955,21,0.3017,0.0336,0.4226,0.1026,0.096701954,0.362174267,0.541123779
1263,0.6038,27160,27160,10069,0.4983,1038,23,0.1453,0.0318,0.6998,0.0236,0.057432432,0.345720721,0.596846847
1264,0.5161,6496,18895,9653,0.5809,1096,24,0.1007,0.1221,0.6705,0.0269,0.041002968,0.34867664,0.610320393
1265,0.8525,43812,43812,11761,0.136,1309,30,0.4841,0.0316,0.1718,0.1504,0.02435312,0.157534247,0.818112633
1266,0.3923,21166,21166,6344,0.3503,1034,22,0.6832,0.051,0.2252,0.0063,0.044502618,0.315445026,0.640052356
1267,0.555,8327,19891,9109,0.1961,1091,24,0.8642,0.0321,0.0219,0.0138,0.010869565,0.161911232,0.827219203
1268,0.3568,26865,26865,6570,0.3959,1002,22,0.6452,0.1194,0.067,0.0086,0.044067797,0.313559322,0.642372881
1269,0.4168,10876,25120,7797,0.3613,1030,23,0.6719,0.2034,0.0439,0.0052,0.008370764,0.257247856,0.73438138
1270,0.3774,30940,30940,6062,0.5063,887,20,0.4216,0.2512,0.1045,0.019,0.03712297,0.370069606,0.592807425
1271,0.2137,6648,16728,7248,0.3698,1000,22,0.7268,0.0748,0.0388,0.0063,0.010991356,0.292924981,0.696083662
1272,0.4654,6898,18610,8003,0.3269,1050,23,0.6888,0.0606,0.1107,0.0347,0.037239638,0.300231433,0.662528929
1273,0.6703,6452,17612,8839,0.5049,1056,23,0.1881,0.0383,0.3909,0.2333,0.107094319,0.364048202,0.528857479
1274,0.3189,9780,9780,4817,0.9241,762,16,0,1,0,0,0.030012005,0.450180072,0.519807923
1275,0.5141,32480,32480,6785,0.373,934,20,0.4985,0.2006,0.037,0.0478,0.015482696,0.421675774,0.56284153
1276,0.9469,51008,51008,16831,0.2141,1470,33,0.3874,0.0726,0.1311,0.1774,0.028406569,0.187305815,0.784287617
1277,0.6362,31996,31996,7637,0.2451,1179,27,0.8109,0.0469,0.0651,0.0144,0.012345679,0.15308642,0.834567901
1278,0.5629,23132,23132,6225,0.3374,1004,22,0.6635,0.0894,0.0452,0.01,0.020788913,0.382196162,0.597014925
1279,0.2377,16510,16510,6001,0.5248,893,19,0.4074,0.2484,0.0723,0.0098,0.061572373,0.506098457,0.43232917
1280,0.6952,18270,18270,5605,0.4096,982,19,0.5635,0.2789,0.0322,0.0248,0.037283622,0.392809587,0.569906791
1281,0.6591,35324,35324,9222,0.2808,1005,23,0.5779,0.0842,0.2157,0.0225,0.031914894,0.268996961,0.699088146
1282,0.6758,37124,37124,9719,0.2948,1251,29,0.658,0.0495,0.0711,0.0756,0.014217061,0.188025631,0.797757309
1283,0.7122,35380,35380,8098,0.2573,1149,26,0.6754,0.0556,0.0637,0.0906,0.013871375,0.184110971,0.802017655
1284,0.4748,37835,37835,9758,0.2584,943,21,0.6743,0.1048,0.0626,0.0241,0.017241379,0.282915361,0.69984326
1285,0.8727,41110,41110,12158,0.1554,1234,28,0.6146,0.0295,0.0686,0.0803,0.02055336,0.18339921,0.796047431
1286,0.9307,12668,40054,12428,0.1205,1362,31,0.607,0.063,0.0579,0.1224,0.011328843,0.154623393,0.834047765
1287,0.9597,49346,49346,14356,0.1599,1457,33,0.4294,0.0671,0.1138,0.1332,0.029019608,0.134901961,0.836078431
1288,0.5322,33800,33800,6568,0.394,1140,25,0.336,0.1833,0.0974,0.0351,0.018691589,0.198130841,0.78317757
1289,0.9084,48280,48280,13355,0.2337,1380,31,0.3644,0.0436,0.1353,0.225,0.029340393,0.193470108,0.777189499
1290,0.5244,24300,24300,6256,0.5527,1024,22,0.6207,0.0282,0.1211,0.0347,0.031372549,0.358169935,0.610457516
1291,0.5175,23750,23750,5866,0.2964,1038,23,0.8312,0.0828,0.0336,0.0108,0.0171875,0.2625,0.7203125
1292,0.3876,27520,27520,5373,0.3018,899,19,0.5956,0.2476,0.0411,0.0108,0.01620591,0.344137274,0.639656816
1293,0.4494,22390,22390,4689,0.2022,900,19,0.6699,0.229,0.028,0.0037,0.036977492,0.421221865,0.541800643
1294,0.7309,13527,38235,12265,0.568,1119,26,0.1321,0.0418,0.3627,0.3665,0.098880047,0.341290893,0.55982906
1295,0.4526,30270,30270,7091,0.3357,1009,22,0.6134,0.2292,0.0437,0.0115,0.017910448,0.371641791,0.610447761
1296,0.5043,25834,25834,5436,0.4315,1048,23,0.7127,0.1072,0.0369,0.0137,0.017883756,0.333830104,0.64828614
1297,0.807,13746,36624,13048,0.3798,1212,27,0.3965,0.0213,0.2481,0.1763,0.074452117,0.30651456,0.619033323
1298,0.4405,30800,30800,6934,0.4369,1057,24,0.2603,0.1824,0.3286,0.1012,0.062075655,0.300678953,0.637245393
1299,0.7245,25114,25114,8913,0.3231,1017,23,0.6102,0.0949,0.1339,0.0289,0.021024259,0.354716981,0.62425876
1300,0.5604,36825,36825,7243,0.4402,989,22,0.5841,0.0916,0.1403,0.0301,0.041728763,0.39195231,0.566318927
1301,0.5303,26968,26968,6352,0.379,1018,22,0.6827,0.0447,0.0853,0.0475,0.034297964,0.311897106,0.65380493
1302,0.4469,13372,24188,7330,0.4229,978,21,0.7319,0.1133,0.0507,0.0155,0.006250662,0.205848077,0.787901261
1303,0.6707,9144,19594,9185,0.2434,1079,24,0.7957,0.0988,0.0503,0.0209,0.010275648,0.279889088,0.709835263
1304,0.689,35500,35500,7985,0.3398,1068,23,0.6425,0.0554,0.1861,0.0551,0.039012739,0.312898089,0.648089172
1305,0.6668,11548,20512,8790,0.2637,1108,24,0.8348,0.05,0.0275,0.0088,0.014622436,0.339444202,0.645933362
1306,0.3568,9776,18910,6666,0.7041,851,18,0.0271,0.951,0.0066,0.0063,0.012039127,0.348382242,0.639578631
1307,0.4853,7169,18329,8362,0.4544,948,20,0.323,0.0342,0.3965,0.0983,0.09173407,0.354113237,0.554152693
1308,0.4286,30550,30550,5161,0.5223,942,21,0.434,0.0798,0.2362,0.0319,0.022075055,0.364238411,0.613686534
1309,0.6746,11192,28808,12447,0.3411,1262,28,0.3568,0.0593,0.1845,0.295,0.050669216,0.263288719,0.686042065
1310,0.4159,8256,17992,7071,0.4344,910,19,0.6728,0.1821,0.0348,0.011,0.018123094,0.388480172,0.593396734
1311,0.4912,24950,24950,6747,0.4332,1028,22,0.6198,0.2006,0.0786,0.0135,0.017006803,0.351473923,0.631519274
1312,0.6835,8795,16368,6783,0.2219,1145,25,0.8964,0.0075,0.0294,0.0239,0.004091653,0.216584834,0.779323513
1313,0.6119,26160,26160,7976,0.3452,1089,24,0.6993,0.1598,0.029,0.0194,0.02189781,0.305416827,0.672685363
1314,0.2112,5927,15287,5956,0.5847,842,18,0.2346,0.0678,0.6593,0.0037,0.078245916,0.385210662,0.536543422
1315,0.5945,9344,24610,7454,0.3399,1066,22,0.8189,0.074,0.0382,0.0101,0.009087154,0.28679609,0.704116756
1316,0.4592,29990,29990,6612,0.4699,877,19,0.3838,0.1978,0.2417,0.0797,0.061813187,0.418956044,0.519230769
1317,0.8751,6313,28591,10850,0.3152,1273,29,0.5783,0.0666,0.2003,0.0775,0.022271941,0.274483881,0.703244178
1318,0.9516,48108,48108,13346,0.1382,1444,32,0.4804,0.0679,0.0815,0.1405,0.018627451,0.126470588,0.854901961
1319,0.6036,25470,25470,4961,0.3155,1070,23,0.2856,0.2232,0.1337,0.1258,0.019578313,0.132530121,0.847891566
1320,0.6283,12884,28874,10205,0.2613,1081,25,0.7207,0.0509,0.0962,0.033,0.021629685,0.24165579,0.736714526
1321,0.4083,19180,19180,5318,0.5432,949,21,0.629,0.1086,0.2093,0.0085,0.041392286,0.334901223,0.623706491
1322,0.602,7668,15241,6497,0.3394,1050,23,0.8822,0.0204,0.0303,0.0261,0.005938549,0.304931578,0.689129874
1323,0.4848,11244,17653,9226,0.4308,907,19,0.3795,0.198,0.2536,0.0586,0.041440463,0.418023887,0.54053565
1324,0.6057,27364,27364,6293,0.4377,1046,23,0.7404,0.126,0.0568,0.0077,0.020905923,0.296167247,0.682926829
1325,0.5247,25516,25516,7686,0.3644,1030,22,0.4491,0.0968,0.0861,0.1417,0.031443545,0.336350643,0.632205812
1326,0.3198,9499,12678,8624,0.4344,1030,22,0.6276,0.1919,0.0489,0.0245,0.020599539,0.391698693,0.587701768
1327,0.5657,27970,27970,7543,0.3653,1070,23,0.7223,0.074,0.1343,0.0262,0.032620922,0.419572553,0.547806524
1328,0.54,13232,13232,6223,0.3012,1110,24,0.7861,0.0597,0.0299,0.0896,0.013096997,0.169177745,0.817725259
1329,0.2615,16510,16510,5732,0.4695,855,14,0.3582,0.2008,0.0657,0.0103,0.052222076,0.499802189,0.447975735
1330,0.2523,22900,22900,6335,0.6892,773,15,0.182,0.7077,0.0345,0.002,0.026540284,0.368720379,0.604739337
1331,0.2406,6963,18379,6604,0.3038,928,20,0.5514,0.1754,0.2043,0.0233,0.033575825,0.426412983,0.540011192
1332,0.9203,52283,52283,13760,0.2169,1395,32,0.3986,0.0444,0.14,0.2091,0.036399549,0.210778781,0.75282167
1333,0.3373,17890,17890,5137,0.8435,741,15,0.0111,0.9469,0.0062,0.0012,0.017699115,0.343362832,0.638938053
1334,0.2751,5556,15561,5423,0.7447,847,18,0.0421,0.8852,0.0236,0.0009,0.01289648,0.310561171,0.676542349
1335,0.8997,13142,40392,10509,0.157,1352,30,0.6272,0.0436,0.0412,0.1222,0.010045797,0.158812232,0.831141971
1336,0.6287,7016,18176,9373,0.4615,1066,24,0.1936,0.0329,0.396,0.2425,0.098453909,0.365519253,0.536026838
1337,0.6091,11494,20854,9813,0.3182,1030,22,0.7567,0.0868,0.088,0.0271,0.014878126,0.332383666,0.652738208
1338,0.4273,7575,17535,6429,0.3216,908,23,0.793,0.023,0.0131,0.0044,0.025688073,0.427522936,0.546788991
1339,0.833,46970,46970,9850,0.1524,1145,26,0.766,0.0411,0.0941,0.0104,0.018608414,0.127831715,0.853559871
1340,0.5828,40446,40446,9365,0.2066,1179,27,0.4428,0.0608,0.074,0.024,0.039836188,0.361504095,0.598659717
1341,0.3083,7092,13884,6857,0.4613,1036,23,0.6655,0.2628,0.0133,0.0053,0.029578727,0.371974903,0.59844637
1342,0.3875,25800,25800,6615,0.4425,1001,22,0.6421,0.2114,0.0395,0.0035,0.0256,0.32,0.6544
1343,0.6364,41178,41178,8464,0.3343,1114,25,0.3698,0.0417,0.4145,0.0306,0.048037889,0.277401895,0.674560217
1344,0.3929,5640,15360,6070,0.4718,988,21,0.5622,0.3942,0.006,0.0078,0.042176871,0.347619048,0.610204082
1345,0.6949,39920,39920,8307,0.2061,1133,25,0.8632,0.0262,0.0371,0.0177,0.019133938,0.314199396,0.666666667
1346,0.4317,7667,24011,6676,0.4331,1030,22,0.8361,0.0641,0.0216,0.0132,0.025903839,0.37495341,0.599142751
1347,0.7928,44586,44586,12116,0.1773,1236,28,0.5332,0.0335,0.1924,0.0731,0.019986676,0.220519654,0.759493671
1348,0.7549,38600,38600,10265,0.1288,1207,27,0.74,0.048,0.1084,0.0266,0.018743668,0.161600811,0.819655522
1349,0.3608,25874,25874,5187,0.395,906,19,0.4143,0.1684,0.0161,0.0073,0.018844221,0.34798995,0.633165829
1350,0.6529,7850,17700,7101,0.3716,1086,23,0.6802,0.0717,0.1041,0.0252,0.026359833,0.29958159,0.674058577
1351,0.4255,27438,27438,8168,0.4253,890,19,0.3498,0.1615,0.3005,0.0589,0.02739726,0.293897883,0.678704857
1352,0.6598,29450,29450,7046,0.3351,944,19,0.61,0.2477,0.0414,0.0463,0.017839445,0.408325074,0.573835481
1353,0.6197,33730,33730,6838,0.3185,1036,23,0.7075,0.1048,0.0345,0.0303,0.031141869,0.220299885,0.748558247
1354,0.7397,36096,36096,7716,0.27,1169,26,0.3973,0.0627,0.0406,0.3844,0.023916293,0.24813154,0.727952167
1355,0.5156,6471,17631,8434,0.3959,954,20,0.3804,0.0246,0.4147,0.0545,0.091486184,0.36407767,0.544436146
1356,0.5587,25114,25114,9890,0.3466,1041,23,0.767,0.0659,0.0177,0.0117,0.006566604,0.308161351,0.685272045
1357,0.5619,33565,33565,7038,0.2994,1002,22,0.7729,0.1093,0.0421,0.0126,0.009661836,0.276328502,0.714009662
1358,0.4475,27152,27152,7165,0.486,973,22,0.4811,0.3284,0.0879,0.0201,0.038131554,0.365109628,0.596758818
1359,0.7902,5000,5000,9911,0.3702,1290,29,0.832,0.005,0.0563,0.0195,0.003648156,0.099614917,0.896736927
1360,0.6857,6462,18670,7657,0.259,1156,26,0.8612,0.0306,0.0419,0.0136,0.009541043,0.223063004,0.767395953
1361,0.4364,27090,27090,5924,0.5336,992,22,0.4574,0.1372,0.1989,0.0223,0.033628319,0.343362832,0.62300885
1362,0.7602,46930,46930,10880,0.1617,1341,31,0.718,0.0901,0.0585,0.0364,0.016900048,0.200869145,0.782230806
1363,0.6887,7904,17254,7406,0.3979,1032,23,0.7164,0.102,0.0563,0.0174,0.015455532,0.284707158,0.69983731
1364,0.6467,28226,28226,6081,0.347,990,21,0.8065,0.0671,0.0163,0.0189,0.015258216,0.275821596,0.708920188
1365,0.5634,29836,29836,6922,0.2861,1043,23,0.7886,0.1334,0.0241,0.0045,0.007747318,0.352800954,0.639451728
1366,0.4545,21990,21990,6172,0.4737,995,22,0.7095,0.0935,0.0537,0.014,0.034749035,0.321750322,0.643500644
1367,0.5122,30860,30860,6625,0.3837,1125,25,0.4076,0.2771,0.0771,0.0604,0.042628774,0.31616341,0.641207815
1368,0.9457,51265,51265,15172,0.1298,1460,33,0.4557,0.0983,0.0816,0.2165,0.009065551,0.125523013,0.865411437
1369,0.5943,16740,16740,7419,0.3222,1122,25,0.6786,0.1845,0.0313,0.0214,0.010594947,0.246128769,0.743276284
1370,0.4301,19920,19920,4144,0.3883,990,21,0.5177,0.1583,0.024,0.0208,0.021961933,0.389458272,0.588579795
1371,0.2169,24100,24100,6623,0.501,853,17,0.3993,0.3927,0.056,0.0147,0.013806706,0.409270217,0.576923077
1372,0.7396,33950,33950,7524,0.299,1089,24,0.6971,0.0447,0.1551,0.0483,0.034900285,0.27991453,0.685185185
1373,0.3893,7602,20082,8256,0.3454,1050,23,0.5849,0.0973,0.178,0.0362,0.053851641,0.337375178,0.608773181
1374,0.5953,38160,38160,7786,0.349,1105,25,0.6861,0.0902,0.0733,0.0463,0.015360983,0.305683564,0.678955453
1375,0.6972,8724,19884,8675,0.1975,1242,28,0.5956,0.0076,0.1489,0.1134,0.042810986,0.221728595,0.73546042
1376,0.7989,40649,40649,11074,0.1565,1258,28,0.5671,0.064,0.1012,0.0638,0.010883215,0.14859774,0.840519046
1377,0.5091,7487,15060,7091,0.2472,1030,22,0.8654,0.0232,0.036,0.0389,0.012035584,0.315018315,0.672946102
1378,0.45,21210,21210,5560,0.3317,989,21,0.6276,0.1154,0.0323,0.0122,0.024853801,0.407894737,0.567251462
1379,0.4317,8412,19032,7087,0.448,998,22,0.5723,0.2239,0.1393,0.0093,0.035929307,0.346086619,0.617984075
1380,0.4076,9429,19603,8196,0.3685,1050,23,0.6772,0.0822,0.0919,0.0675,0.024588364,0.309330406,0.666081229
1381,0.3218,8326,19744,10575,0.4428,972,21,0.3378,0.4723,0.0538,0.046,0.042906574,0.377854671,0.579238754
1382,0.4529,7910,15828,9314,0.2899,991,21,0.6949,0.0715,0.0344,0.0654,0.014935989,0.252726411,0.732337601
1383,0.6514,8518,27039,9560,0.2902,1116,24,0.6967,0.0136,0.1227,0.0572,0.026173145,0.268236023,0.705590832
1384,0.5352,15458,15458,7369,0.359,1120,25,0.6625,0.1876,0.0258,0.0177,0.022447502,0.196958726,0.780593773
1385,0.4109,9394,23812,8412,0.2864,1105,24,0.6251,0.1878,0.0263,0.0481,0.026792964,0.333152909,0.640054127
1386,0.4131,6948,16308,8208,0.4544,941,20,0.3908,0.201,0.2693,0.0825,0.069836894,0.337008959,0.593154147
1387,0.5883,12815,16480,7487,0.2431,1109,24,0.8759,0.0195,0.0203,0.0291,0.004113111,0.204113111,0.791773779
1388,0.6383,9313,25166,8869,0.2571,1127,25,0.7495,0.021,0.096,0.019,0.015187352,0.227312337,0.757500311
1389,0.3333,17376,17376,5666,0.6364,1013,22,0.7064,0.1896,0.0122,0.0214,0.051724138,0.362068966,0.586206897
1390,0.5867,36820,36820,7124,0.3759,1032,22,0.6187,0.1056,0.0762,0.114,0.034458994,0.253618194,0.711922812
1391,0.4877,13188,27473,10768,0.3825,1025,23,0.6159,0.1514,0.0937,0.0367,0.033738192,0.318151147,0.648110661
1392,0.5637,7414,23887,8008,0.4545,1056,23,0.6626,0.0496,0.1056,0.0292,0.03003003,0.270870871,0.699099099
1393,0.5714,12024,33816,14631,0.2538,1014,22,0.701,0.0463,0.0942,0.0703,0.01943608,0.247057213,0.733506707
1394,0.5842,24650,24650,6203,0.4429,1046,23,0.8294,0.0428,0.0193,0.0047,0.018730489,0.374609782,0.606659729
1395,0.5674,13160,36038,8657,0.5977,1010,21,0.1526,0.0629,0.4391,0.2534,0.135637149,0.367602592,0.496760259
1396,0.2875,4558,10069,6443,0.4102,932,20,0.4794,0.051,0.3472,0.0109,0.069879518,0.397246127,0.532874355
1397,0.4452,27480,27480,6452,0.4393,1017,22,0.2698,0.0768,0.2698,0.1811,0.031784841,0.228606357,0.739608802
1398,0.2341,17890,17890,4843,0.9284,712,14,0.0148,0.8898,0.0106,0.0011,0.018838305,0.326530612,0.654631083
1399,0.4815,24150,24150,5745,0.4393,954,20,0.4879,0.1616,0.0401,0.0074,0.017182131,0.35395189,0.628865979
1400,0.4197,10100,19668,7342,0.5684,927,20,0.4573,0.4678,0.0172,0.0126,0.013566987,0.355002827,0.631430187
1401,0.569,25830,25830,6413,0.2372,1018,22,0.6835,0.1637,0.0231,0.009,0.03403982,0.369942197,0.596017983
1402,0.3721,20712,20712,4754,0.619,888,19,0.4183,0.3613,0.1387,0.0183,0.041867955,0.383252818,0.574879227
